Log file created at  2019-05-09 01:37:16
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=50, K_Shot_MetaTrain=50, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='PAC_Bayes_Pentina', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='Caltech256', data_transform='None', from_pretrain=None, limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.01, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=10, n_train_tasks=1, result_dir='saved_epoch/Caltech256__comp_PAC_Bayes_Pentina_ntr_1_nte_10_task-w_0.01_meta-w_0.01', run_name='Caltech256__comp_PAC_Bayes_Pentina_ntr_1_nte_10_task-w_0.01_meta-w_0.01', seed=1, task_complex_w=0.01, test_batch_size=128)
--------------------------------------------------
--- Generating 1 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 1 tasks
Run finished at:  2019-05-09 01:53:38
MaxPosterior Average Test Error: 48.7%	 Runtime: 951.7582426965237 [sec]
Trained prior saved in saved_epoch/Caltech256__comp_PAC_Bayes_Pentina_ntr_1_nte_10_task-w_0.01_meta-w_0.01/model.pt
---- Generating 10 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
---------------------Test on Epoch_0------------------------
Meta-Testing task 1 out of 10...
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.62 	  Acc: 0.0625	 Empiric Loss: 1.62	 Intra-Comp. 0.0
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.342 	  Acc: 0.438	 Empiric Loss: 1.342	 Intra-Comp. 6.583e-06
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 1.092 	  Acc: 0.562	 Empiric Loss: 1.092	 Intra-Comp. 9.821e-06
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 1.097 	  Acc: 0.562	 Empiric Loss: 1.097	 Intra-Comp. 1.513e-05
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 0.817 	  Acc: 0.75	 Empiric Loss: 0.817	 Intra-Comp. 2.108e-05
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.7322 	  Acc: 0.75	 Empiric Loss: 0.7322	 Intra-Comp. 2.875e-05
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.8182 	  Acc: 0.812	 Empiric Loss: 0.8181	 Intra-Comp. 3.697e-05
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.3657 	  Acc: 0.938	 Empiric Loss: 0.3657	 Intra-Comp. 4.461e-05
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.3646 	  Acc: 0.938	 Empiric Loss: 0.3646	 Intra-Comp. 5.239e-05
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.5237 	  Acc: 0.812	 Empiric Loss: 0.5237	 Intra-Comp. 6.038e-05
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.3194 	  Acc: 0.938	 Empiric Loss: 0.3194	 Intra-Comp. 6.836e-05
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.1488 	  Acc: 1.0	 Empiric Loss: 0.1488	 Intra-Comp. 7.664e-05
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.1804 	  Acc: 0.938	 Empiric Loss: 0.1804	 Intra-Comp. 8.627e-05
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.1696 	  Acc: 0.938	 Empiric Loss: 0.1696	 Intra-Comp. 9.513e-05
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.2303 	  Acc: 0.875	 Empiric Loss: 0.2303	 Intra-Comp. 0.0001011
(37.5%)	Epoch: 15 	 Batch: 0 	 Objective: 0.1575 	  Acc: 0.938	 Empiric Loss: 0.1575	 Intra-Comp. 0.0001059
