Log file created at  2019-05-08 16:57:53
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=50, K_Shot_MetaTrain=50, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='NewBoundSeeger', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='Caltech256', data_transform='None', from_pretrain=None, limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.01, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=10, n_train_tasks=7, result_dir='saved_epoch/Caltech256__comp_NewBoundSeeger_ntr_7_nte_10_task-w_0.01_meta-w_0.01', run_name='Caltech256__comp_NewBoundSeeger_ntr_7_nte_10_task-w_0.01_meta-w_0.01', seed=1, task_complex_w=0.01, test_batch_size=128)
--------------------------------------------------
--- Generating 7 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 7 tasks
Run finished at:  2019-05-08 18:40:06
MaxPosterior Average Test Error: 41.5%	 Runtime: 6062.083126816899 [sec]
Trained prior saved in saved_epoch/Caltech256__comp_NewBoundSeeger_ntr_7_nte_10_task-w_0.01_meta-w_0.01/model.pt
---- Generating 10 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
---------------------Test on Epoch_0------------------------
Meta-Testing task 1 out of 10...
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.623 	  Acc: 0.0625	 Empiric Loss: 1.62	 Intra-Comp. 0.3407
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.112 	  Acc: 0.562	 Empiric Loss: 1.109	 Intra-Comp. 0.2908
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 0.6117 	  Acc: 0.75	 Empiric Loss: 0.6094	 Intra-Comp. 0.2289
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 0.3738 	  Acc: 0.938	 Empiric Loss: 0.3719	 Intra-Comp. 0.1901
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 0.6536 	  Acc: 0.75	 Empiric Loss: 0.6513	 Intra-Comp. 0.2349
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.3214 	  Acc: 0.938	 Empiric Loss: 0.3196	 Intra-Comp. 0.18
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.08 	  Acc: 1.0	 Empiric Loss: 0.07885	 Intra-Comp. 0.1154
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.0485 	  Acc: 1.0	 Empiric Loss: 0.04749	 Intra-Comp. 0.1011
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.02626 	  Acc: 1.0	 Empiric Loss: 0.02538	 Intra-Comp. 0.08779
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.05262 	  Acc: 1.0	 Empiric Loss: 0.05159	 Intra-Comp. 0.1032
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.01325 	  Acc: 1.0	 Empiric Loss: 0.01248	 Intra-Comp. 0.07698
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.105 	  Acc: 1.0	 Empiric Loss: 0.1038	 Intra-Comp. 0.1248
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.02691 	  Acc: 1.0	 Empiric Loss: 0.02603	 Intra-Comp. 0.08826
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.005399 	  Acc: 1.0	 Empiric Loss: 0.004727	 Intra-Comp. 0.06723
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.003927 	  Acc: 1.0	 Empiric Loss: 0.003281	 Intra-Comp. 0.06462
(37.5%)	Epoch: 15 	 Batch: 0 	 Objective: 0.005079 	  Acc: 1.0	 Empiric Loss: 0.004412	 Intra-Comp. 0.0667
