Log file created at  2019-04-23 10:53:02
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=100, K_Shot_MetaTrain=100, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='PAC_Bayes_Pentina', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='CIFAR100', data_transform='None', limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.0, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=50, n_train_tasks=3, result_dir='saved/CIFAR100__comp_PAC_Bayes_Pentina_ntr_3_nte_50_task-w_0.01_meta-w_0', run_name='CIFAR100__comp_PAC_Bayes_Pentina_ntr_3_nte_50_task-w_0.01_meta-w_0', seed=1, task_complex_w=0.01, test_batch_size=128)
--------------------------------------------------
--- Generating 3 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 3 tasks
Run finished at:  2019-04-23 10:59:34
MaxPosterior Average Test Error: 25.5%	 Runtime: 379.68352937791497 [sec]
Trained prior saved in saved/CIFAR100__comp_PAC_Bayes_Pentina_ntr_3_nte_50_task-w_0.01_meta-w_0/model.pt
---- Generating 50 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.607 	  Acc: 0.312	 Empiric Loss: 1.607	 Intra-Comp. 0.0
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.218 	  Acc: 0.438	 Empiric Loss: 1.218	 Intra-Comp. 1.356e-05
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 1.368 	  Acc: 0.438	 Empiric Loss: 1.368	 Intra-Comp. 3.436e-05
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 0.6919 	  Acc: 0.812	 Empiric Loss: 0.6919	 Intra-Comp. 5.652e-05
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 1.144 	  Acc: 0.562	 Empiric Loss: 1.144	 Intra-Comp. 7.996e-05
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.6339 	  Acc: 0.812	 Empiric Loss: 0.6339	 Intra-Comp. 9.922e-05
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.6721 	  Acc: 0.812	 Empiric Loss: 0.6721	 Intra-Comp. 0.0001217
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.6699 	  Acc: 0.875	 Empiric Loss: 0.6699	 Intra-Comp. 0.0001421
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.3951 	  Acc: 0.938	 Empiric Loss: 0.3951	 Intra-Comp. 0.000161
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.2551 	  Acc: 0.938	 Empiric Loss: 0.2551	 Intra-Comp. 0.0001852
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.5563 	  Acc: 0.875	 Empiric Loss: 0.5563	 Intra-Comp. 0.0002024
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.2088 	  Acc: 1.0	 Empiric Loss: 0.2088	 Intra-Comp. 0.0002282
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.4842 	  Acc: 0.812	 Empiric Loss: 0.4842	 Intra-Comp. 0.0002576
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.0939 	  Acc: 1.0	 Empiric Loss: 0.0939	 Intra-Comp. 0.0002769
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.4015 	  Acc: 0.938	 Empiric Loss: 0.4015	 Intra-Comp. 0.000298
(37.5%)	Epoch: 15 	 Batch: 0 	 Objective: 0.1032 	  Acc: 0.938	 Empiric Loss: 0.1032	 Intra-Comp. 0.0003176
(40.0%)	Epoch: 16 	 Batch: 0 	 Objective: 0.02448 	  Acc: 1.0	 Empiric Loss: 0.02448	 Intra-Comp. 0.0003331
(42.5%)	Epoch: 17 	 Batch: 0 	 Objective: 0.1448 	  Acc: 0.938	 Empiric Loss: 0.1448	 Intra-Comp. 0.00035
(45.0%)	Epoch: 18 	 Batch: 0 	 Objective: 0.02878 	  Acc: 1.0	 Empiric Loss: 0.02877	 Intra-Comp. 0.0003647
