Log file created at  2019-04-22 23:01:23
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=100, K_Shot_MetaTrain=100, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='NewBoundSeeger', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='CIFAR100', data_transform='None', limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.1, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=50, n_train_tasks=15, result_dir='saved/CIFAR100__comp_NewBoundSeeger_ntr_15_nte_50_task-w_0.1_meta-w_0.1', run_name='CIFAR100__comp_NewBoundSeeger_ntr_15_nte_50_task-w_0.1_meta-w_0.1', seed=1, task_complex_w=0.1, test_batch_size=128)
--------------------------------------------------
--- Generating 15 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 15 tasks
Run finished at:  2019-04-22 23:37:06
MaxPosterior Average Test Error: 30.2%	 Runtime: 2112.4094939818606 [sec]
Trained prior saved in saved/CIFAR100__comp_NewBoundSeeger_ntr_15_nte_50_task-w_0.1_meta-w_0.1/model.pt
---- Generating 50 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.641 	  Acc: 0.125	 Empiric Loss: 1.617	 Intra-Comp. 0.2368
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 0.8843 	  Acc: 0.5	 Empiric Loss: 0.8662	 Intra-Comp. 0.1806
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 0.7486 	  Acc: 0.688	 Empiric Loss: 0.7318	 Intra-Comp. 0.1682
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 0.8213 	  Acc: 0.625	 Empiric Loss: 0.8038	 Intra-Comp. 0.175
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 0.8702 	  Acc: 0.625	 Empiric Loss: 0.8523	 Intra-Comp. 0.1794
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.6775 	  Acc: 0.812	 Empiric Loss: 0.6614	 Intra-Comp. 0.1613
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.8129 	  Acc: 0.688	 Empiric Loss: 0.7955	 Intra-Comp. 0.1743
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.5712 	  Acc: 0.688	 Empiric Loss: 0.5562	 Intra-Comp. 0.1502
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.643 	  Acc: 0.812	 Empiric Loss: 0.6272	 Intra-Comp. 0.1578
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.6548 	  Acc: 0.812	 Empiric Loss: 0.6389	 Intra-Comp. 0.159
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.5371 	  Acc: 0.75	 Empiric Loss: 0.5225	 Intra-Comp. 0.1464
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.7572 	  Acc: 0.625	 Empiric Loss: 0.7403	 Intra-Comp. 0.1691
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.4294 	  Acc: 0.812	 Empiric Loss: 0.416	 Intra-Comp. 0.1336
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.615 	  Acc: 0.875	 Empiric Loss: 0.5995	 Intra-Comp. 0.1549
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.6842 	  Acc: 0.75	 Empiric Loss: 0.668	 Intra-Comp. 0.162
(37.5%)	Epoch: 15 	 Batch: 0 	 Objective: 0.4004 	  Acc: 0.875	 Empiric Loss: 0.3875	 Intra-Comp. 0.1299
(40.0%)	Epoch: 16 	 Batch: 0 	 Objective: 0.265 	  Acc: 0.938	 Empiric Loss: 0.2539	 Intra-Comp. 0.1103
(42.5%)	Epoch: 17 	 Batch: 0 	 Objective: 0.2157 	  Acc: 0.938	 Empiric Loss: 0.2055	 Intra-Comp. 0.102
(45.0%)	Epoch: 18 	 Batch: 0 	 Objective: 0.709 	  Acc: 0.75	 Empiric Loss: 0.6925	 Intra-Comp. 0.1645
(47.5%)	Epoch: 19 	 Batch: 0 	 Objective: 0.1436 	  Acc: 0.938	 Empiric Loss: 0.1349	 Intra-Comp. 0.08779
(50.0%)	Epoch: 20 	 Batch: 0 	 Objective: 0.1941 	  Acc: 0.938	 Empiric Loss: 0.1843	 Intra-Comp. 0.09803
(52.5%)	Epoch: 21 	 Batch: 0 	 Objective: 0.1932 	  Acc: 0.938	 Empiric Loss: 0.1834	 Intra-Comp. 0.09786
(55.0%)	Epoch: 22 	 Batch: 0 	 Objective: 0.1491 	  Acc: 0.938	 Empiric Loss: 0.1402	 Intra-Comp. 0.08898
(57.5%)	Epoch: 23 	 Batch: 0 	 Objective: 0.2221 	  Acc: 0.875	 Empiric Loss: 0.2118	 Intra-Comp. 0.1031
(60.0%)	Epoch: 24 	 Batch: 0 	 Objective: 0.07206 	  Acc: 1.0	 Empiric Loss: 0.06512	 Intra-Comp. 0.06932
(62.5%)	Epoch: 25 	 Batch: 0 	 Objective: 0.125 	  Acc: 0.938	 Empiric Loss: 0.1166	 Intra-Comp. 0.08355
(65.0%)	Epoch: 26 	 Batch: 0 	 Objective: 0.0982 	  Acc: 0.938	 Empiric Loss: 0.09052	 Intra-Comp. 0.07686
(67.5%)	Epoch: 27 	 Batch: 0 	 Objective: 0.2523 	  Acc: 0.875	 Empiric Loss: 0.2414	 Intra-Comp. 0.1083
(70.0%)	Epoch: 28 	 Batch: 0 	 Objective: 0.1029 	  Acc: 0.938	 Empiric Loss: 0.09509	 Intra-Comp. 0.0781
(72.5%)	Epoch: 29 	 Batch: 0 	 Objective: 0.06851 	  Acc: 0.938	 Empiric Loss: 0.06169	 Intra-Comp. 0.0682
(75.0%)	Epoch: 30 	 Batch: 0 	 Objective: 0.1146 	  Acc: 0.938	 Empiric Loss: 0.1065	 Intra-Comp. 0.08107
(77.5%)	Epoch: 31 	 Batch: 0 	 Objective: 0.03734 	  Acc: 1.0	 Empiric Loss: 0.03168	 Intra-Comp. 0.05659
(80.0%)	Epoch: 32 	 Batch: 0 	 Objective: 0.06504 	  Acc: 1.0	 Empiric Loss: 0.05833	 Intra-Comp. 0.06707
(82.5%)	Epoch: 33 	 Batch: 0 	 Objective: 0.2097 	  Acc: 0.875	 Empiric Loss: 0.1996	 Intra-Comp. 0.1009
(85.0%)	Epoch: 34 	 Batch: 0 	 Objective: 0.103 	  Acc: 1.0	 Empiric Loss: 0.09517	 Intra-Comp. 0.07813
(87.5%)	Epoch: 35 	 Batch: 0 	 Objective: 0.142 	  Acc: 0.938	 Empiric Loss: 0.1332	 Intra-Comp. 0.08746
(90.0%)	Epoch: 36 	 Batch: 0 	 Objective: 0.0267 	  Acc: 1.0	 Empiric Loss: 0.02156	 Intra-Comp. 0.05145
(92.5%)	Epoch: 37 	 Batch: 0 	 Objective: 0.03635 	  Acc: 1.0	 Empiric Loss: 0.03074	 Intra-Comp. 0.05616
(95.0%)	Epoch: 38 	 Batch: 0 	 Objective: 0.01343 	  Acc: 1.0	 Empiric Loss: 0.009131	 Intra-Comp. 0.043
(97.5%)	Epoch: 39 	 Batch: 0 	 Objective: 0.007716 	  Acc: 1.0	 Empiric Loss: 0.003955	 Intra-Comp. 0.03761
MaxPosterior Average Test Error: 36.1%	 Runtime: 106.69852853287011 [sec]
0 task : Error 0.36119999999999997, Complexity 0.12938381731510162, loss 1.110621452331543
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.657 	  Acc: 0.188	 Empiric Loss: 1.633	 Intra-Comp. 0.2379
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.35 	  Acc: 0.438	 Empiric Loss: 1.329	 Intra-Comp. 0.2172
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 1.121 	  Acc: 0.688	 Empiric Loss: 1.101	 Intra-Comp. 0.2002
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 1.516 	  Acc: 0.5	 Empiric Loss: 1.493	 Intra-Comp. 0.2287
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 1.114 	  Acc: 0.562	 Empiric Loss: 1.094	 Intra-Comp. 0.1997
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.7042 	  Acc: 0.688	 Empiric Loss: 0.6878	 Intra-Comp. 0.164
