Log file created at  2019-04-22 17:18:55
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=100, K_Shot_MetaTrain=100, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='NewBoundSeeger', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='CIFAR100', data_transform='None', limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.1, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=50, n_train_tasks=5, result_dir='saved/CIFAR100__comp_NewBoundSeeger_ntr_5_nte_50_task-w_0.1_meta-w_0.1', run_name='CIFAR100__comp_NewBoundSeeger_ntr_5_nte_50_task-w_0.1_meta-w_0.1', seed=1, task_complex_w=0.1, test_batch_size=128)
--------------------------------------------------
--- Generating 5 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 5 tasks
Run finished at:  2019-04-22 17:31:00
MaxPosterior Average Test Error: 28.1%	 Runtime: 710.7016379674897 [sec]
Trained prior saved in saved/CIFAR100__comp_NewBoundSeeger_ntr_5_nte_50_task-w_0.1_meta-w_0.1/model.pt
---- Generating 50 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.624 	  Acc: 0.312	 Empiric Loss: 1.601	 Intra-Comp. 0.2358
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.349 	  Acc: 0.375	 Empiric Loss: 1.327	 Intra-Comp. 0.2171
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 0.8385 	  Acc: 0.75	 Empiric Loss: 0.8208	 Intra-Comp. 0.1766
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 0.9392 	  Acc: 0.75	 Empiric Loss: 0.9206	 Intra-Comp. 0.1854
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 1.483 	  Acc: 0.5	 Empiric Loss: 1.461	 Intra-Comp. 0.2265
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.5055 	  Acc: 0.812	 Empiric Loss: 0.4912	 Intra-Comp. 0.1428
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.3763 	  Acc: 0.938	 Empiric Loss: 0.3636	 Intra-Comp. 0.1266
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.2646 	  Acc: 0.938	 Empiric Loss: 0.2536	 Intra-Comp. 0.1102
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.4832 	  Acc: 0.875	 Empiric Loss: 0.4691	 Intra-Comp. 0.1401
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.5722 	  Acc: 0.812	 Empiric Loss: 0.5572	 Intra-Comp. 0.1503
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.4049 	  Acc: 0.812	 Empiric Loss: 0.3919	 Intra-Comp. 0.1304
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.3068 	  Acc: 0.875	 Empiric Loss: 0.2951	 Intra-Comp. 0.1168
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.1687 	  Acc: 1.0	 Empiric Loss: 0.1594	 Intra-Comp. 0.09306
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.1352 	  Acc: 1.0	 Empiric Loss: 0.1266	 Intra-Comp. 0.08588
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.09503 	  Acc: 1.0	 Empiric Loss: 0.08743	 Intra-Comp. 0.07598
(37.5%)	Epoch: 15 	 Batch: 0 	 Objective: 0.2953 	  Acc: 0.938	 Empiric Loss: 0.2838	 Intra-Comp. 0.1151
(40.0%)	Epoch: 16 	 Batch: 0 	 Objective: 0.07536 	  Acc: 1.0	 Empiric Loss: 0.06833	 Intra-Comp. 0.07032
(42.5%)	Epoch: 17 	 Batch: 0 	 Objective: 0.1307 	  Acc: 0.938	 Empiric Loss: 0.1222	 Intra-Comp. 0.08487
(45.0%)	Epoch: 18 	 Batch: 0 	 Objective: 0.0657 	  Acc: 1.0	 Empiric Loss: 0.05897	 Intra-Comp. 0.06727
(47.5%)	Epoch: 19 	 Batch: 0 	 Objective: 0.07316 	  Acc: 1.0	 Empiric Loss: 0.06619	 Intra-Comp. 0.06965
(50.0%)	Epoch: 20 	 Batch: 0 	 Objective: 0.03768 	  Acc: 1.0	 Empiric Loss: 0.03201	 Intra-Comp. 0.05673
(52.5%)	Epoch: 21 	 Batch: 0 	 Objective: 0.05107 	  Acc: 1.0	 Empiric Loss: 0.04486	 Intra-Comp. 0.06215
(55.0%)	Epoch: 22 	 Batch: 0 	 Objective: 0.03282 	  Acc: 1.0	 Empiric Loss: 0.02737	 Intra-Comp. 0.05451
(57.5%)	Epoch: 23 	 Batch: 0 	 Objective: 0.01531 	  Acc: 1.0	 Empiric Loss: 0.01087	 Intra-Comp. 0.04442
(60.0%)	Epoch: 24 	 Batch: 0 	 Objective: 0.01702 	  Acc: 1.0	 Empiric Loss: 0.01246	 Intra-Comp. 0.04563
(62.5%)	Epoch: 25 	 Batch: 0 	 Objective: 0.01496 	  Acc: 1.0	 Empiric Loss: 0.01055	 Intra-Comp. 0.04416
(65.0%)	Epoch: 26 	 Batch: 0 	 Objective: 0.02336 	  Acc: 1.0	 Empiric Loss: 0.0184	 Intra-Comp. 0.0496
(67.5%)	Epoch: 27 	 Batch: 0 	 Objective: 0.008214 	  Acc: 1.0	 Empiric Loss: 0.004398	 Intra-Comp. 0.03816
(70.0%)	Epoch: 28 	 Batch: 0 	 Objective: 0.008318 	  Acc: 1.0	 Empiric Loss: 0.004491	 Intra-Comp. 0.03827
(72.5%)	Epoch: 29 	 Batch: 0 	 Objective: 0.004354 	  Acc: 1.0	 Empiric Loss: 0.001088	 Intra-Comp. 0.03266
(75.0%)	Epoch: 30 	 Batch: 0 	 Objective: 0.008542 	  Acc: 1.0	 Empiric Loss: 0.004691	 Intra-Comp. 0.03852
(77.5%)	Epoch: 31 	 Batch: 0 	 Objective: 0.003422 	  Acc: 1.0	 Empiric Loss: 0.0003791	 Intra-Comp. 0.03043
(80.0%)	Epoch: 32 	 Batch: 0 	 Objective: 0.005853 	  Acc: 1.0	 Empiric Loss: 0.002334	 Intra-Comp. 0.03519
(82.5%)	Epoch: 33 	 Batch: 0 	 Objective: 0.008507 	  Acc: 1.0	 Empiric Loss: 0.004659	 Intra-Comp. 0.03848
(85.0%)	Epoch: 34 	 Batch: 0 	 Objective: 0.003434 	  Acc: 1.0	 Empiric Loss: 0.0003875	 Intra-Comp. 0.03047
(87.5%)	Epoch: 35 	 Batch: 0 	 Objective: 0.004105 	  Acc: 1.0	 Empiric Loss: 0.0008912	 Intra-Comp. 0.03214
(90.0%)	Epoch: 36 	 Batch: 0 	 Objective: 0.003788 	  Acc: 1.0	 Empiric Loss: 0.0006465	 Intra-Comp. 0.03141
(92.5%)	Epoch: 37 	 Batch: 0 	 Objective: 0.004167 	  Acc: 1.0	 Empiric Loss: 0.0009398	 Intra-Comp. 0.03228
(95.0%)	Epoch: 38 	 Batch: 0 	 Objective: 0.004395 	  Acc: 1.0	 Empiric Loss: 0.001121	 Intra-Comp. 0.03274
(97.5%)	Epoch: 39 	 Batch: 0 	 Objective: 0.004941 	  Acc: 1.0	 Empiric Loss: 0.001566	 Intra-Comp. 0.03375
MaxPosterior Average Test Error: 27.8%	 Runtime: 118.44863903243095 [sec]
0 task : Error 0.2784, Complexity 0.05797016993165016, loss 1.1715093851089478
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.642 	  Acc: 0.0625	 Empiric Loss: 1.618	 Intra-Comp. 0.2369
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.681 	  Acc: 0.0625	 Empiric Loss: 1.657	 Intra-Comp. 0.2394
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 1.413 	  Acc: 0.438	 Empiric Loss: 1.391	 Intra-Comp. 0.2216
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 1.274 	  Acc: 0.438	 Empiric Loss: 1.253	 Intra-Comp. 0.2118
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 0.9017 	  Acc: 0.812	 Empiric Loss: 0.8835	 Intra-Comp. 0.1822
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 1.12 	  Acc: 0.5	 Empiric Loss: 1.1	 Intra-Comp. 0.2002
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.7758 	  Acc: 0.688	 Empiric Loss: 0.7587	 Intra-Comp. 0.1709
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.6399 	  Acc: 0.688	 Empiric Loss: 0.6242	 Intra-Comp. 0.1575
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.6602 	  Acc: 0.75	 Empiric Loss: 0.6442	 Intra-Comp. 0.1596
