Log file created at  2019-05-08 21:23:51
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=50, K_Shot_MetaTrain=50, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='PAC_Bayes_Pentina', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='Caltech256', data_transform='None', from_pretrain=None, limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.01, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=10, n_train_tasks=15, result_dir='saved_epoch/Caltech256__comp_PAC_Bayes_Pentina_ntr_15_nte_10_task-w_0.01_meta-w_0.01', run_name='Caltech256__comp_PAC_Bayes_Pentina_ntr_15_nte_10_task-w_0.01_meta-w_0.01', seed=1, task_complex_w=0.01, test_batch_size=128)
--------------------------------------------------
--- Generating 15 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 15 tasks
Run finished at:  2019-05-09 02:21:45
MaxPosterior Average Test Error: 39.5%	 Runtime: 17643.47417618707 [sec]
Trained prior saved in saved_epoch/Caltech256__comp_PAC_Bayes_Pentina_ntr_15_nte_10_task-w_0.01_meta-w_0.01/model.pt
---- Generating 10 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
---------------------Test on Epoch_0------------------------
Meta-Testing task 1 out of 10...
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.621 	  Acc: 0.125	 Empiric Loss: 1.621	 Intra-Comp. 0.0
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.454 	  Acc: 0.312	 Empiric Loss: 1.454	 Intra-Comp. 6.814e-06
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 1.071 	  Acc: 0.688	 Empiric Loss: 1.071	 Intra-Comp. 9.908e-06
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 1.311 	  Acc: 0.438	 Empiric Loss: 1.311	 Intra-Comp. 1.517e-05
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 0.9986 	  Acc: 0.5	 Empiric Loss: 0.9986	 Intra-Comp. 2.179e-05
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.4787 	  Acc: 0.875	 Empiric Loss: 0.4787	 Intra-Comp. 3.023e-05
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.466 	  Acc: 0.875	 Empiric Loss: 0.466	 Intra-Comp. 4.033e-05
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.4764 	  Acc: 0.875	 Empiric Loss: 0.4764	 Intra-Comp. 5.151e-05
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.3044 	  Acc: 0.875	 Empiric Loss: 0.3044	 Intra-Comp. 6.088e-05
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.1876 	  Acc: 1.0	 Empiric Loss: 0.1876	 Intra-Comp. 7.29e-05
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.1887 	  Acc: 0.938	 Empiric Loss: 0.1887	 Intra-Comp. 8.55e-05
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.1136 	  Acc: 1.0	 Empiric Loss: 0.1136	 Intra-Comp. 9.352e-05
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.05681 	  Acc: 1.0	 Empiric Loss: 0.05681	 Intra-Comp. 0.0001009
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.05568 	  Acc: 1.0	 Empiric Loss: 0.05568	 Intra-Comp. 0.0001086
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.06192 	  Acc: 1.0	 Empiric Loss: 0.06192	 Intra-Comp. 0.0001159
(37.5%)	Epoch: 15 	 Batch: 0 	 Objective: 0.05237 	  Acc: 1.0	 Empiric Loss: 0.05236	 Intra-Comp. 0.0001218
(40.0%)	Epoch: 16 	 Batch: 0 	 Objective: 0.007151 	  Acc: 1.0	 Empiric Loss: 0.00715	 Intra-Comp. 0.0001269
(42.5%)	Epoch: 17 	 Batch: 0 	 Objective: 0.01357 	  Acc: 1.0	 Empiric Loss: 0.01357	 Intra-Comp. 0.0001317
(45.0%)	Epoch: 18 	 Batch: 0 	 Objective: 0.0118 	  Acc: 1.0	 Empiric Loss: 0.0118	 Intra-Comp. 0.0001373
(47.5%)	Epoch: 19 	 Batch: 0 	 Objective: 0.004588 	  Acc: 1.0	 Empiric Loss: 0.004586	 Intra-Comp. 0.0001407
(50.0%)	Epoch: 20 	 Batch: 0 	 Objective: 0.002813 	  Acc: 1.0	 Empiric Loss: 0.002811	 Intra-Comp. 0.0001428
(52.5%)	Epoch: 21 	 Batch: 0 	 Objective: 0.01049 	  Acc: 1.0	 Empiric Loss: 0.01049	 Intra-Comp. 0.0001446
(55.0%)	Epoch: 22 	 Batch: 0 	 Objective: 0.0032 	  Acc: 1.0	 Empiric Loss: 0.003199	 Intra-Comp. 0.0001458
(57.5%)	Epoch: 23 	 Batch: 0 	 Objective: 0.007662 	  Acc: 1.0	 Empiric Loss: 0.007661	 Intra-Comp. 0.0001473
(60.0%)	Epoch: 24 	 Batch: 0 	 Objective: 0.0004628 	  Acc: 1.0	 Empiric Loss: 0.0004613	 Intra-Comp. 0.0001484
