Log file created at  2019-04-23 10:56:55
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=100, K_Shot_MetaTrain=100, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='PAC_Bayes_Pentina', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='CIFAR100', data_transform='None', limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.0, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=50, n_train_tasks=50, result_dir='saved/CIFAR100__comp_PAC_Bayes_Pentina_ntr_50_nte_50_task-w_0.01_meta-w_0', run_name='CIFAR100__comp_PAC_Bayes_Pentina_ntr_50_nte_50_task-w_0.01_meta-w_0', seed=1, task_complex_w=0.01, test_batch_size=128)
--------------------------------------------------
--- Generating 50 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 50 tasks
Run finished at:  2019-04-23 12:59:49
MaxPosterior Average Test Error: 29.8%	 Runtime: 7238.332466213033 [sec]
Trained prior saved in saved/CIFAR100__comp_PAC_Bayes_Pentina_ntr_50_nte_50_task-w_0.01_meta-w_0/model.pt
---- Generating 50 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.658 	  Acc: 0.125	 Empiric Loss: 1.658	 Intra-Comp. 0.0
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 1.432 	  Acc: 0.375	 Empiric Loss: 1.432	 Intra-Comp. 1.246e-05
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 0.9517 	  Acc: 0.688	 Empiric Loss: 0.9517	 Intra-Comp. 2.424e-05
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 1.23 	  Acc: 0.562	 Empiric Loss: 1.23	 Intra-Comp. 3.428e-05
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 1.005 	  Acc: 0.562	 Empiric Loss: 1.005	 Intra-Comp. 5.338e-05
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.8186 	  Acc: 0.75	 Empiric Loss: 0.8186	 Intra-Comp. 7.279e-05
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 1.017 	  Acc: 0.562	 Empiric Loss: 1.017	 Intra-Comp. 8.823e-05
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.5381 	  Acc: 0.812	 Empiric Loss: 0.5381	 Intra-Comp. 0.0001056
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.8641 	  Acc: 0.688	 Empiric Loss: 0.8641	 Intra-Comp. 0.0001188
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.4579 	  Acc: 0.875	 Empiric Loss: 0.4579	 Intra-Comp. 0.0001399
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.3181 	  Acc: 0.938	 Empiric Loss: 0.3181	 Intra-Comp. 0.0001511
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.2212 	  Acc: 0.938	 Empiric Loss: 0.2212	 Intra-Comp. 0.0001676
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.3303 	  Acc: 0.875	 Empiric Loss: 0.3302	 Intra-Comp. 0.0001808
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.183 	  Acc: 0.938	 Empiric Loss: 0.183	 Intra-Comp. 0.0001978
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.08722 	  Acc: 1.0	 Empiric Loss: 0.08721	 Intra-Comp. 0.0002152
