Log file created at  2019-05-08 16:39:38
Run script: main_Meta_Bayes.py
Parameters:
Namespace(K_Shot_MetaTest=50, K_Shot_MetaTrain=50, N_Way=5, batch_size=16, chars_split_type='random', complexity_type='NewBoundSeeger', data_path='/data5/tlgao/meta/meta-learning-adjusting-priors/ML_data_sets', data_source='Caltech256', data_transform='None', from_pretrain=None, limit_train_samples_in_test_tasks=2000, load_model_path='', loss_type='CrossEntropy', lr=0.001, meta_batch_size=16, meta_complex_w=0.01, mode='MetaTrain', model_name='CIFARNet', n_inner_steps=50, n_meta_test_epochs=40, n_meta_train_chars=1200, n_meta_train_classes=500, n_meta_train_epochs=50, n_pixels_shuffles=200, n_test_tasks=10, n_train_tasks=1, result_dir='saved_epoch/Caltech256__comp_NewBoundSeeger_ntr_1_nte_10_task-w_0.01_meta-w_0.01', run_name='Caltech256__comp_NewBoundSeeger_ntr_1_nte_10_task-w_0.01_meta-w_0.01', seed=1, task_complex_w=0.01, test_batch_size=128)
--------------------------------------------------
--- Generating 1 training-tasks
Stochastic-CIFARNet
---- Meta-Training set: 1 tasks
Run finished at:  2019-05-08 16:42:37
MaxPosterior Average Test Error: 49.2%	 Runtime: 170.96495051123202 [sec]
Trained prior saved in saved_epoch/Caltech256__comp_NewBoundSeeger_ntr_1_nte_10_task-w_0.01_meta-w_0.01/model.pt
---- Generating 10 test-tasks with at most 2000 training samples
Meta-Testing with transferred prior....
---------------------Test on Epoch_0------------------------
Meta-Testing task 1 out of 10...
(0.0%)	Epoch: 0 	 Batch: 0 	 Objective: 1.647 	  Acc: 0.125	 Empiric Loss: 1.644	 Intra-Comp. 0.3428
(2.5%)	Epoch: 1 	 Batch: 0 	 Objective: 0.9313 	  Acc: 0.75	 Empiric Loss: 0.9286	 Intra-Comp. 0.2705
(5.0%)	Epoch: 2 	 Batch: 0 	 Objective: 0.69 	  Acc: 0.938	 Empiric Loss: 0.6876	 Intra-Comp. 0.24
(7.5%)	Epoch: 3 	 Batch: 0 	 Objective: 0.8133 	  Acc: 0.688	 Empiric Loss: 0.8108	 Intra-Comp. 0.2561
(10.0%)	Epoch: 4 	 Batch: 0 	 Objective: 0.5519 	  Acc: 0.812	 Empiric Loss: 0.5497	 Intra-Comp. 0.22
(12.5%)	Epoch: 5 	 Batch: 0 	 Objective: 0.7458 	  Acc: 0.812	 Empiric Loss: 0.7433	 Intra-Comp. 0.2474
(15.0%)	Epoch: 6 	 Batch: 0 	 Objective: 0.276 	  Acc: 0.938	 Empiric Loss: 0.2743	 Intra-Comp. 0.1706
(17.5%)	Epoch: 7 	 Batch: 0 	 Objective: 0.3271 	  Acc: 0.938	 Empiric Loss: 0.3253	 Intra-Comp. 0.1812
(20.0%)	Epoch: 8 	 Batch: 0 	 Objective: 0.4601 	  Acc: 0.875	 Empiric Loss: 0.4581	 Intra-Comp. 0.2054
(22.5%)	Epoch: 9 	 Batch: 0 	 Objective: 0.4422 	  Acc: 0.812	 Empiric Loss: 0.4402	 Intra-Comp. 0.2023
(25.0%)	Epoch: 10 	 Batch: 0 	 Objective: 0.2415 	  Acc: 0.938	 Empiric Loss: 0.2398	 Intra-Comp. 0.1629
(27.5%)	Epoch: 11 	 Batch: 0 	 Objective: 0.07655 	  Acc: 1.0	 Empiric Loss: 0.07541	 Intra-Comp. 0.114
(30.0%)	Epoch: 12 	 Batch: 0 	 Objective: 0.1378 	  Acc: 0.938	 Empiric Loss: 0.1365	 Intra-Comp. 0.1355
(32.5%)	Epoch: 13 	 Batch: 0 	 Objective: 0.02693 	  Acc: 1.0	 Empiric Loss: 0.02605	 Intra-Comp. 0.08827
(35.0%)	Epoch: 14 	 Batch: 0 	 Objective: 0.03432 	  Acc: 1.0	 Empiric Loss: 0.03339	 Intra-Comp. 0.09312
